h,s,v,emotion,is_error
0.83,0.028,0.718,Surprise,False
0.157,0.008,0.055,Sadness,True
0.285,0.374,0.875,Surprise,False
0.698,0.269,0.985,Surprise,False
0.788,0.448,0.833,Surprise,False
0.029,0.397,0.743,Surprise,False
0.568,0.099,0.867,Surprise,False
0.493,0.479,0.751,Surprise,False
0.109,0.033,0.838,Happiness,True
0.568,0.068,0.241,Sadness,False
0.777,0.151,0.942,Surprise,False
0.568,0.726,0.13,Fear,False
0.682,0.563,0.075,Fear,False
0.854,0.684,0.487,Surprise,False
0.58,0.296,0.025,Fear,False
0.951,0.721,0.851,Anger,False
0.265,0.332,0.082,Fear,False
0.689,0.032,0.261,Sadness,False
0.169,0.344,0.221,Surprise,False
0.029,0.169,0.265,Happiness,True
0.62,0.164,0.331,Sadness,False
0.797,0.968,0.998,Surprise,False
0.09,0.626,0.717,Surprise,False
0.037,0.681,0.59,Happiness,True
0.431,0.416,0.123,Fear,False
0.005,0.292,0.566,Surprise,False
0.74,0.976,0.011,Fear,False
0.047,0.354,0.313,Surprise,False
0.206,0.027,0.272,Surprise,False
0.973,0.162,0.965,Fear,True
0.272,0.155,0.303,Surprise,False
0.162,0.668,0.469,Surprise,False
0.631,0.251,0.422,Fear,True
0.108,0.348,0.477,Surprise,False
0.544,0.15,0.448,Surprise,False
0.155,0.533,0.372,Surprise,False
0.95,0.175,0.252,Surprise,False
0.58,0.999,0.801,Surprise,False
0.431,0.778,0.994,Surprise,False
0.655,0.137,0.092,Fear,False
0.158,0.87,0.621,Happiness,True
0.14,0.18,0.286,Surprise,False
0.001,0.317,0.97,Surprise,False
0.152,0.176,0.618,Surprise,False
0.726,0.263,0.816,Surprise,False
0.419,0.964,0.721,Surprise,False
0.197,0.236,0.829,Surprise,False
0.751,0.52,0.241,Surprise,False
0.623,0.898,0.502,Surprise,False
0.345,0.444,0.274,Surprise,False
0.429,0.447,0.921,Surprise,False
0.319,0.173,0.049,Fear,False
0.666,0.686,0.961,Surprise,False
0.87,0.458,0.723,Surprise,False
0.225,0.419,0.408,Anger,True
0.552,0.437,0.787,Surprise,False
0.377,0.031,0.148,Fear,False
0.957,0.109,0.217,Surprise,False
0.537,0.097,0.173,Fear,False
0.097,0.582,0.669,Surprise,False
0.64,0.694,0.992,Happiness,True
0.825,0.774,0.955,Surprise,False
0.407,0.258,0.689,Surprise,False
0.301,0.858,0.633,Surprise,False
0.015,0.096,0.965,Surprise,False
0.27,0.926,0.466,Happiness,True
0.785,0.992,0.319,Surprise,False
0.437,0.741,0.167,Fear,False
0.476,0.295,0.842,Surprise,False
0.283,0.533,0.389,Disgust,False
0.988,0.258,0.713,Surprise,False
0.24,0.251,0.817,Surprise,False
0.406,0.275,0.442,Surprise,False
0.827,0.257,0.071,Fear,False
0.274,0.405,0.325,Disgust,False
0.812,0.047,0.8,Surprise,False
0.727,0.793,0.912,Fear,True
0.176,0.471,0.444,Surprise,False
0.931,0.838,0.393,Surprise,False
0.524,0.372,0.556,Surprise,False
0.389,0.312,0.219,Surprise,False
0.972,0.882,0.426,Surprise,False
0.405,0.412,0.312,Disgust,False
0.189,0.439,0.857,Surprise,False
0.796,0.933,0.4,Surprise,False
0.299,0.904,0.832,Surprise,False
0.89,0.456,0.89,Surprise,False
0.923,0.135,0.773,Surprise,False
0.927,0.841,0.632,Surprise,False
0.228,0.32,0.028,Fear,False
0.581,0.912,0.324,Surprise,False
0.132,0.866,0.55,Surprise,False
0.581,0.925,0.265,Surprise,False
0.621,0.294,0.811,Surprise,False
0.348,0.233,0.384,Surprise,False
0.54,0.76,0.069,Fear,False
0.276,0.639,0.341,Disgust,False
0.938,0.544,0.761,Surprise,False
0.766,0.532,0.489,Surprise,False
0.364,0.224,0.363,Surprise,False
0.043,0.926,0.968,Anger,False
0.894,0.966,0.216,Surprise,False
0.819,0.62,0.262,Surprise,False
0.298,0.057,0.527,Surprise,False
0.908,0.973,0.33,Surprise,False
0.141,0.177,0.866,Surprise,False
0.963,0.896,0.726,Surprise,True
0.324,0.805,0.436,Fear,True
0.71,0.025,0.853,Surprise,False
0.418,0.26,0.073,Fear,False
0.048,0.379,0.505,Fear,True
0.868,0.941,0.618,Surprise,False
0.363,0.197,0.396,Surprise,False
0.9,0.281,0.596,Surprise,False
0.386,0.017,0.56,Surprise,False
0.256,0.777,0.95,Surprise,False
0.558,0.182,0.073,Fear,False
0.062,0.443,0.27,Surprise,False
0.566,0.999,0.75,Surprise,False
0.926,0.317,0.03,Fear,False
0.504,0.716,0.095,Fear,False
0.583,0.217,0.483,Fear,True
0.918,0.475,0.927,Surprise,False
0.566,0.794,0.921,Surprise,False
0.958,0.994,0.625,Surprise,True
0.26,0.729,0.273,Happiness,True
0.999,0.946,0.543,Surprise,False
0.242,0.358,0.029,Fear,False
0.591,0.567,0.084,Fear,False
0.362,0.493,0.335,Disgust,False
0.785,0.939,0.717,Surprise,False
0.968,0.608,0.424,Surprise,False
0.592,0.175,0.936,Surprise,False
0.195,0.041,0.455,Surprise,False
0.347,0.458,0.838,Surprise,False
0.941,0.181,0.453,Surprise,False
0.797,0.893,0.208,Surprise,False
0.327,0.384,0.177,Fear,False
0.233,0.874,0.122,Disgust,True
0.301,0.984,0.405,Surprise,False
0.391,0.71,0.933,Surprise,False
0.347,0.53,0.275,Surprise,False
0.246,0.195,0.912,Surprise,False
0.422,0.147,0.73,Surprise,False
0.833,0.15,0.489,Happiness,True
0.211,0.864,0.574,Surprise,False
0.303,0.213,0.777,Surprise,False
0.873,0.881,0.519,Surprise,False
0.952,0.632,0.629,Surprise,False
0.583,0.084,0.566,Sadness,False
0.693,0.924,0.363,Surprise,False
0.802,0.953,0.05,Fear,False
0.378,0.067,0.377,Surprise,False
0.968,0.042,0.694,Surprise,False
0.913,0.513,0.303,Surprise,False
0.681,0.441,0.86,Surprise,False
0.665,0.189,0.047,Fear,False
0.216,0.847,0.655,Surprise,False
0.532,0.458,0.626,Surprise,False
0.971,0.797,0.151,Fear,False
0.578,0.885,0.885,Surprise,False
0.716,0.487,0.958,Surprise,False
0.83,0.691,0.395,Surprise,False
0.725,0.811,0.193,Fear,False
0.85,0.853,0.204,Surprise,False
0.443,0.127,0.648,Surprise,False
0.039,0.771,0.405,Surprise,False
0.754,0.478,0.904,Surprise,False
0.802,0.272,0.724,Fear,True
0.385,0.846,0.617,Surprise,False
0.36,0.191,0.58,Happiness,True
0.625,0.181,0.707,Surprise,False
0.641,0.854,0.059,Fear,False
0.828,0.785,0.899,Surprise,False
0.083,0.241,0.645,Surprise,False
0.712,0.582,0.259,Surprise,False
0.041,0.025,0.856,Surprise,False
0.71,0.835,0.005,Fear,False
0.031,0.08,0.733,Surprise,False
0.911,0.957,0.921,Happiness,True
0.948,0.353,0.341,Surprise,False
0.813,0.745,0.297,Surprise,False
0.094,0.292,0.588,Surprise,False
0.619,0.745,0.006,Fear,False
0.017,0.639,0.563,Surprise,False
0.636,0.428,0.421,Sadness,False
0.687,0.834,0.208,Surprise,False
0.861,0.923,0.665,Surprise,False
0.708,0.864,0.731,Surprise,False
0.085,0.689,0.351,Surprise,False
0.457,0.374,0.503,Surprise,False
0.769,0.193,0.466,Surprise,False
0.666,0.441,0.97,Surprise,False
0.462,0.271,0.138,Fear,False
0.883,0.818,0.858,Surprise,False
0.357,0.267,0.939,Surprise,False
0.851,0.014,0.891,Surprise,False
0.687,0.591,0.832,Surprise,False
0.393,0.993,0.567,Surprise,False
0.422,0.572,0.235,Surprise,False
0.575,0.792,0.55,Surprise,False
0.063,0.243,0.004,Fear,False
0.528,0.882,0.409,Surprise,False
0.879,0.867,0.595,Happiness,True
0.888,0.61,0.839,Surprise,False
0.163,0.408,0.38,Surprise,False
0.891,0.262,0.028,Fear,False
0.106,0.025,0.324,Surprise,False
0.544,0.535,0.255,Surprise,False
0.545,0.809,0.248,Surprise,False
0.748,0.868,0.275,Surprise,False
0.844,0.159,0.038,Fear,False
0.357,0.766,0.916,Surprise,False
0.335,0.294,0.457,Surprise,False
0.571,0.012,0.452,Sadness,False
0.441,0.272,0.375,Surprise,False
0.689,0.235,0.554,Sadness,False
0.279,0.298,0.341,Surprise,False
0.141,0.305,0.423,Happiness,True
0.66,0.242,0.979,Surprise,False
0.992,0.724,0.995,Anger,False
0.946,0.805,0.05,Fear,False
0.972,0.437,0.311,Surprise,False
0.547,0.637,0.994,Surprise,False
0.157,0.663,0.212,Surprise,False
0.221,0.598,0.285,Surprise,False
0.838,0.954,0.946,Surprise,False
0.754,0.79,0.713,Surprise,False
0.037,0.117,0.964,Surprise,False
0.744,0.692,0.108,Fear,False
0.576,0.419,0.665,Surprise,False
0.263,0.255,0.665,Surprise,False
0.842,0.318,0.36,Surprise,False
0.267,0.182,0.252,Surprise,False
0.475,0.826,0.706,Surprise,False
0.814,0.72,0.85,Surprise,False
0.374,0.589,0.287,Surprise,False
0.536,0.427,0.229,Surprise,False
0.767,0.512,0.736,Surprise,False
0.166,0.309,0.897,Surprise,False
0.615,0.873,0.337,Surprise,False
0.207,0.215,0.196,Fear,False
0.318,0.535,0.264,Surprise,False
0.341,0.749,0.634,Happiness,True
0.421,0.903,0.569,Surprise,False
0.804,0.579,0.558,Surprise,False
0.574,0.994,0.914,Surprise,False
0.436,0.288,0.454,Surprise,False
0.506,0.337,0.668,Surprise,False
0.822,0.771,0.179,Fear,False
0.893,0.584,0.645,Surprise,False
0.777,0.429,0.47,Surprise,False
0.586,0.342,0.041,Fear,False
0.025,0.941,0.275,Surprise,False
0.965,0.68,0.01,Fear,False
0.196,0.33,0.794,Surprise,False
0.128,0.152,0.871,Surprise,False
0.675,0.119,0.388,Sadness,False
0.193,0.633,0.366,Surprise,False
0.205,0.613,0.342,Sadness,True
0.815,0.81,0.648,Surprise,False
0.028,0.836,0.105,Fear,False
0.764,0.349,0.667,Surprise,False
0.359,0.107,0.204,Surprise,False
0.557,0.153,0.426,Sadness,False
0.338,0.449,0.16,Fear,False
0.66,0.771,0.172,Fear,False
0.701,0.786,0.914,Surprise,False
0.766,0.875,0.795,Surprise,False
0.846,0.343,0.745,Surprise,False
0.703,0.099,0.247,Sadness,False
0.44,0.74,0.453,Surprise,False
0.456,0.297,0.541,Surprise,False
0.172,0.176,0.376,Surprise,False
0.082,0.429,0.122,Fear,False
0.703,0.085,0.243,Sadness,False
0.3,0.478,0.165,Sadness,True
0.911,0.157,0.583,Surprise,False
0.915,0.533,0.38,Surprise,False
0.745,0.704,0.471,Surprise,False
0.63,0.303,0.419,Sadness,False
0.086,0.41,0.642,Surprise,False
0.836,0.079,0.707,Surprise,False
0.823,0.614,0.259,Surprise,False
0.292,0.911,0.973,Surprise,False
0.318,0.026,0.704,Surprise,False
0.073,0.34,0.226,Surprise,False
0.96,0.494,0.058,Fear,False
0.647,0.305,0.961,Surprise,False
0.189,0.528,0.055,Fear,False
0.845,0.875,0.789,Happiness,True
0.374,0.088,0.668,Surprise,False
0.938,0.863,0.784,Surprise,False
0.13,0.884,0.14,Fear,False
0.492,0.819,0.452,Surprise,False
0.424,0.758,0.026,Fear,False
0.936,0.459,0.469,Surprise,False
0.139,0.905,0.08,Fear,False
0.562,0.548,0.982,Surprise,False
0.536,0.592,0.339,Fear,True
0.796,0.538,0.134,Fear,False
0.638,0.456,0.876,Surprise,False
0.681,0.96,0.566,Fear,True
0.199,0.645,0.099,Fear,False
0.767,0.541,0.282,Surprise,False
0.684,0.03,0.526,Sadness,False
0.198,0.709,0.854,Surprise,False
0.839,0.344,0.469,Surprise,False
0.752,0.594,0.493,Surprise,False
0.653,0.032,0.016,Fear,False
0.746,0.972,0.333,Surprise,False
0.869,0.699,0.404,Surprise,False
0.47,0.883,0.143,Fear,False
0.402,0.671,0.55,Disgust,False
0.399,0.19,0.319,Surprise,False
0.667,0.141,0.92,Surprise,False
0.378,0.685,0.386,Disgust,False
0.107,0.83,0.108,Fear,False
0.53,0.983,0.941,Surprise,False
0.457,0.573,0.104,Fear,False
0.868,0.425,0.445,Fear,True
0.45,0.823,0.906,Surprise,False
0.625,0.095,0.816,Surprise,False
0.741,0.299,0.412,Surprise,False
0.437,0.922,0.259,Fear,True
0.322,0.758,0.142,Fear,False
0.62,0.852,0.603,Surprise,False
0.779,0.161,0.553,Surprise,False
0.377,0.456,0.612,Disgust,False
0.977,0.856,0.005,Fear,False
0.899,0.597,0.973,Surprise,False
0.753,0.056,0.247,Surprise,False
0.048,0.843,0.015,Fear,False
0.039,0.495,0.254,Surprise,False
0.902,0.511,0.395,Surprise,False
0.639,0.48,0.939,Surprise,False
0.304,0.229,0.371,Surprise,False
0.349,0.977,0.814,Surprise,False
0.632,0.128,0.637,Surprise,False
0.847,0.214,0.764,Surprise,False
0.502,0.599,0.134,Fear,False
0.614,0.192,0.056,Fear,False
0.419,0.923,0.886,Surprise,False
0.07,0.178,0.381,Surprise,False
0.787,0.114,0.759,Surprise,False
0.724,0.853,0.585,Surprise,False
0.798,0.289,0.973,Surprise,False
0.638,0.043,0.777,Surprise,False
0.916,0.168,0.836,Surprise,False
0.422,0.503,0.058,Fear,False
0.992,0.072,0.007,Fear,False
0.885,0.566,0.515,Surprise,False
0.238,0.625,0.727,Surprise,False
0.137,0.52,0.286,Surprise,False
0.259,0.47,0.954,Surprise,False
0.423,0.575,0.209,Surprise,False
0.184,0.594,0.121,Fear,False
0.403,0.627,0.532,Disgust,False
0.72,0.39,0.807,Surprise,False
0.215,0.876,0.75,Surprise,False
0.661,0.734,0.338,Surprise,False
0.812,0.1,0.341,Surprise,False
0.793,0.641,0.296,Surprise,False
0.123,0.658,0.419,Surprise,False
0.028,0.832,0.869,Anger,False
0.466,0.957,0.107,Disgust,True
0.65,0.94,0.229,Surprise,False
0.158,0.866,0.547,Surprise,False
0.41,0.58,0.244,Surprise,False
0.38,0.224,0.245,Surprise,False
0.5,0.548,0.127,Fear,False
0.317,0.437,0.045,Fear,False
0.7,0.294,0.218,Sadness,False
0.265,0.714,0.117,Fear,False
0.541,0.632,0.057,Fear,False
0.197,0.024,0.85,Surprise,False
0.323,0.885,0.86,Surprise,False
0.059,0.104,0.527,Surprise,False
0.342,0.006,0.559,Surprise,False
0.98,0.41,0.598,Surprise,False
0.593,0.723,0.558,Surprise,False
0.535,0.477,0.09,Fear,False
0.082,0.451,0.626,Surprise,False
0.042,0.307,0.734,Surprise,False
0.34,0.895,0.66,Surprise,False
0.411,0.379,0.689,Disgust,False
0.175,0.923,0.574,Surprise,False
0.472,0.151,0.062,Fear,False
0.708,0.847,0.312,Surprise,False
0.352,0.919,0.887,Surprise,False
0.895,0.228,0.64,Fear,True
0.822,0.612,0.803,Surprise,False
0.23,0.547,0.304,Disgust,False
0.248,0.298,0.1,Fear,False
0.265,0.532,0.048,Fear,False
0.547,0.426,0.558,Surprise,False
0.414,0.39,0.016,Sadness,True
0.135,0.795,0.217,Surprise,False
0.598,0.076,0.838,Surprise,False
0.986,0.916,0.82,Anger,False
0.989,0.833,0.563,Surprise,False
0.465,0.124,0.911,Surprise,False
0.879,0.595,0.14,Fear,False
0.889,0.97,0.13,Fear,False
0.774,0.958,0.697,Surprise,False
0.856,0.19,0.375,Surprise,False
0.663,0.31,0.286,Sadness,False
0.181,0.082,0.66,Surprise,False
0.737,0.387,0.872,Surprise,False
0.61,0.129,0.908,Surprise,False
0.095,0.733,0.654,Surprise,False
0.149,0.174,0.701,Surprise,False
0.462,0.977,0.168,Fear,False
0.857,0.869,0.068,Fear,False
0.509,0.293,0.803,Surprise,False
0.281,0.747,0.134,Fear,False
0.257,0.241,0.078,Fear,False
0.332,0.275,0.284,Surprise,False
0.909,0.144,0.411,Surprise,False
0.312,0.255,0.779,Surprise,False
0.306,0.477,0.845,Surprise,False
0.809,0.251,0.752,Surprise,False
0.554,0.122,0.096,Fear,False
0.66,0.692,0.711,Surprise,False
0.563,0.661,0.121,Fear,False
0.026,0.024,0.83,Surprise,False
0.478,0.507,0.124,Fear,False
0.421,0.912,0.552,Surprise,False
0.528,0.478,0.244,Surprise,False
0.792,0.665,0.247,Surprise,False
0.004,0.227,0.707,Fear,True
0.442,0.048,0.413,Fear,True
0.639,0.104,0.525,Sadness,False
0.505,0.626,0.176,Fear,False
0.068,0.094,0.203,Surprise,False
0.109,0.912,0.846,Happiness,False
0.395,0.494,0.051,Fear,False
0.252,0.847,0.79,Surprise,False
0.972,0.481,0.945,Surprise,False
0.926,0.404,0.124,Fear,False
0.266,0.63,0.225,Surprise,False
0.552,0.502,0.741,Surprise,False
0.383,0.139,0.388,Surprise,False
0.88,0.124,0.906,Surprise,False
0.607,0.805,0.691,Surprise,False
0.968,0.38,0.29,Surprise,False
0.026,0.302,0.926,Surprise,False
0.932,0.928,0.7,Surprise,False
0.527,0.069,0.018,Fear,False
0.954,0.833,0.459,Surprise,False
0.74,0.846,0.665,Fear,True
0.309,0.858,0.326,Fear,True
0.556,0.84,0.515,Surprise,False
0.483,0.449,0.062,Fear,False
0.031,0.448,0.565,Surprise,False
0.106,0.719,0.596,Surprise,False
0.718,0.991,0.99,Fear,True
0.959,0.423,0.722,Surprise,False
0.145,0.813,0.426,Fear,True
0.781,0.822,0.168,Fear,False
0.424,0.118,0.329,Happiness,True
0.497,0.176,0.766,Surprise,False
0.794,0.48,0.877,Surprise,False
0.267,0.171,0.18,Fear,False
0.687,0.201,0.194,Fear,False
0.246,0.98,0.056,Fear,False
0.236,0.359,0.367,Disgust,False
0.161,0.684,0.358,Surprise,False
0.812,0.906,0.506,Surprise,False
0.506,0.51,0.12,Fear,False
0.288,0.267,0.63,Surprise,False
0.011,0.943,0.109,Sadness,True
0.188,0.976,0.705,Surprise,False
0.882,0.63,0.395,Surprise,False
0.507,0.055,0.141,Fear,False
0.39,0.152,0.177,Fear,False
0.948,0.843,0.685,Anger,False
0.246,0.069,0.704,Surprise,False
0.661,0.917,0.942,Happiness,True
0.792,0.277,0.675,Surprise,False
0.31,0.464,0.786,Fear,True
0.927,0.179,0.328,Surprise,False
0.785,0.726,0.746,Surprise,False
0.404,0.252,0.521,Surprise,False
0.649,0.49,0.614,Surprise,False
0.174,0.315,0.624,Surprise,False
0.423,0.21,0.283,Surprise,False
0.032,0.143,0.669,Surprise,False
0.114,0.44,0.624,Surprise,False
0.256,0.949,0.511,Surprise,False
0.529,0.704,0.206,Surprise,False
0.277,0.609,0.746,Surprise,False
0.049,0.886,0.089,Fear,False
0.221,0.13,0.149,Disgust,True
0.748,0.034,0.837,Surprise,False
0.889,0.951,0.909,Surprise,False
0.265,0.411,0.81,Surprise,False
0.583,0.67,0.508,Fear,True
0.494,0.813,0.665,Surprise,False
0.115,0.114,0.679,Surprise,False
0.43,0.537,0.328,Surprise,False
0.32,0.491,0.328,Disgust,False
0.971,0.937,0.186,Fear,False
0.203,0.86,0.562,Happiness,True
0.528,0.563,0.105,Fear,False
0.81,0.776,0.872,Surprise,False
0.126,0.304,0.047,Disgust,True
0.814,0.198,0.699,Surprise,False
0.414,0.253,0.712,Surprise,False
0.378,0.241,0.78,Fear,True
0.567,0.945,0.037,Fear,False
0.951,0.702,0.493,Surprise,False
0.437,0.427,0.197,Fear,False
0.656,0.789,0.61,Surprise,False
0.649,0.85,0.111,Fear,False
0.698,0.568,0.556,Surprise,False
0.267,0.709,0.637,Surprise,False
0.711,0.042,0.255,Sadness,False
0.259,0.247,0.84,Surprise,False
0.235,0.989,0.281,Surprise,False
0.772,0.048,0.887,Surprise,False
0.208,0.886,0.974,Surprise,False
0.487,0.664,0.736,Happiness,True
0.867,0.835,0.144,Fear,False
0.338,0.618,0.191,Fear,False
0.332,0.794,0.871,Surprise,False
0.66,0.756,0.756,Surprise,False
0.204,0.099,0.493,Surprise,False
0.655,0.505,0.499,Happiness,True
0.517,0.365,0.006,Fear,False
0.559,0.479,0.011,Fear,False
0.534,0.378,0.227,Surprise,False
0.662,0.959,0.358,Fear,True
0.149,0.974,0.229,Happiness,True
0.73,0.496,0.391,Surprise,False
0.06,0.211,0.076,Fear,False
0.349,0.437,0.44,Disgust,False
0.041,0.475,0.615,Surprise,False
0.351,0.678,0.356,Disgust,False
0.354,0.708,0.089,Fear,False
0.295,0.84,0.771,Surprise,False
0.993,0.93,0.263,Surprise,False
0.391,0.373,0.985,Surprise,False
0.983,0.767,0.694,Anger,False
0.78,0.37,0.472,Surprise,False
0.713,0.808,0.985,Surprise,False
0.24,0.146,0.665,Surprise,False
0.05,0.987,0.281,Happiness,True
0.448,0.782,0.75,Surprise,False
0.974,0.208,0.711,Surprise,False
0.543,0.79,0.863,Surprise,False
0.024,0.758,0.384,Surprise,False
0.742,0.972,0.469,Surprise,False
0.139,0.204,0.948,Surprise,False
0.911,0.562,0.622,Surprise,False
0.187,0.367,0.542,Surprise,False
0.174,0.328,0.553,Surprise,False
0.333,0.839,0.597,Surprise,False
0.424,0.386,0.069,Fear,False
0.499,0.93,0.415,Surprise,False
0.006,0.968,0.272,Surprise,False
0.436,0.53,0.693,Surprise,False
0.033,0.735,0.276,Surprise,False
0.057,0.961,0.992,Surprise,False
0.493,0.378,0.973,Surprise,False
0.847,0.406,0.56,Surprise,False
0.461,0.445,0.188,Fear,False
0.343,0.264,0.173,Fear,False
0.33,0.707,0.61,Surprise,False
0.64,0.14,0.894,Surprise,False
0.468,0.442,0.208,Surprise,False
0.564,0.866,0.786,Happiness,True
0.15,0.904,0.413,Surprise,False
0.74,0.092,0.84,Surprise,False
0.605,0.726,0.309,Surprise,False
0.675,0.36,0.281,Sadness,False
0.134,0.497,0.346,Surprise,False
0.697,0.231,0.984,Surprise,False
0.05,0.541,0.653,Surprise,False
0.299,0.815,0.722,Surprise,False
0.443,0.106,0.471,Surprise,False
0.043,0.224,0.241,Surprise,False
0.111,0.494,0.312,Surprise,False
0.291,0.362,0.979,Surprise,False
0.72,0.473,0.665,Surprise,False
0.797,0.735,0.378,Surprise,False
0.226,0.266,0.757,Surprise,False
0.217,0.964,0.177,Fear,False
0.057,0.611,0.252,Happiness,True
0.57,0.237,0.41,Sadness,False
0.413,0.08,0.675,Surprise,False
0.298,0.904,0.69,Surprise,False
0.491,0.06,0.592,Surprise,False
0.967,0.389,0.585,Surprise,False
0.307,0.299,0.218,Surprise,False
0.911,0.631,0.961,Surprise,False
0.447,0.025,0.397,Surprise,False
0.647,0.457,0.054,Fear,False
0.759,0.13,0.755,Surprise,False
0.718,0.434,0.801,Surprise,False
0.181,0.61,0.732,Surprise,False
0.902,0.359,0.915,Surprise,False
0.995,0.455,0.118,Fear,False
0.88,0.225,0.894,Surprise,False
0.717,0.194,0.762,Surprise,False
0.187,0.579,0.321,Surprise,False
0.713,0.237,0.999,Surprise,False
0.597,0.059,0.63,Fear,True
0.488,0.886,0.071,Fear,False
0.905,0.338,0.576,Surprise,False
0.202,0.529,0.172,Fear,False
0.857,0.408,0.551,Surprise,False
0.529,0.083,0.596,Surprise,False
0.065,0.66,0.056,Fear,False
0.624,0.732,0.61,Surprise,False
0.355,0.342,0.515,Disgust,False
0.574,0.383,0.896,Surprise,False
0.092,0.053,0.322,Surprise,False
0.253,0.993,0.193,Disgust,True
0.457,0.42,0.879,Surprise,False
0.017,0.982,0.012,Fear,False
0.001,0.281,0.264,Surprise,False
0.563,0.974,0.241,Surprise,False
0.819,0.111,0.346,Surprise,False
0.474,0.097,0.959,Surprise,False
0.662,0.936,0.166,Fear,False
0.646,0.252,0.672,Surprise,False
0.423,0.445,0.907,Surprise,False
0.885,0.124,0.4,Surprise,False
0.706,0.702,0.221,Surprise,False
0.688,0.559,0.234,Surprise,False
0.554,0.283,0.298,Surprise,False
0.955,0.276,0.851,Surprise,False
0.24,0.983,0.404,Surprise,False
0.106,0.385,0.164,Fear,False
0.583,0.04,0.442,Sadness,False
0.467,0.263,0.598,Surprise,False
0.889,0.622,0.232,Surprise,False
0.705,0.127,0.226,Sadness,False
0.148,0.891,0.73,Happiness,False
0.842,0.669,0.497,Surprise,False
0.088,0.577,0.521,Surprise,False
0.333,0.003,0.681,Surprise,False
0.404,0.733,0.265,Surprise,False
0.267,0.717,0.315,Surprise,False
0.384,0.389,0.277,Fear,True
0.832,0.856,0.848,Surprise,False
0.028,0.867,0.469,Surprise,False
0.804,0.413,0.84,Surprise,False
0.673,0.65,0.298,Surprise,False
0.51,0.235,0.28,Fear,True
0.986,0.729,0.592,Surprise,False
0.944,0.814,0.709,Surprise,False
0.941,0.191,0.311,Surprise,False
0.063,0.907,0.961,Surprise,False
0.755,0.968,0.621,Surprise,False
0.811,0.016,0.589,Surprise,False
0.14,0.709,0.247,Surprise,False
0.072,0.156,0.453,Surprise,False
0.532,0.189,0.623,Surprise,False
0.858,0.903,0.882,Surprise,False
0.98,0.447,0.228,Surprise,False
0.605,0.54,0.169,Fear,False
0.966,0.297,0.191,Fear,False
0.23,0.35,0.041,Fear,False
0.872,0.975,0.448,Surprise,False
0.958,0.705,0.653,Happiness,True
0.188,0.15,0.183,Fear,False
0.897,0.401,0.515,Surprise,False
0.384,0.765,0.813,Surprise,False
0.179,0.348,0.693,Surprise,False
0.523,0.009,0.793,Surprise,False
0.365,0.315,0.328,Disgust,False
0.84,0.116,0.898,Surprise,False
0.508,0.648,0.028,Fear,False
0.264,0.793,0.909,Surprise,False
0.092,0.686,0.85,Surprise,False
0.111,0.664,0.962,Surprise,False
0.057,0.792,0.353,Happiness,True
0.47,0.177,0.948,Surprise,False
0.274,0.987,0.723,Surprise,False
0.675,0.944,0.3,Surprise,False
0.028,0.109,0.65,Surprise,False
0.066,0.075,0.47,Surprise,False
0.693,0.026,0.79,Surprise,False
0.55,0.597,0.439,Surprise,False
0.392,0.677,0.638,Disgust,False
0.185,0.868,0.684,Happiness,True
0.83,0.814,0.998,Fear,True
0.91,0.934,0.393,Happiness,True
0.652,0.974,0.017,Disgust,True
0.231,0.032,0.357,Surprise,False
0.718,0.804,0.597,Surprise,False
0.536,0.852,0.662,Happiness,True
0.539,0.959,0.466,Surprise,False
0.724,0.308,0.163,Fear,False
0.644,0.974,0.867,Surprise,False
0.161,0.013,0.489,Surprise,False
0.181,0.194,0.131,Fear,False
0.22,0.197,0.921,Surprise,False
0.304,0.509,0.206,Surprise,False
0.421,0.027,0.146,Fear,False
0.184,0.146,0.707,Fear,True
0.833,0.093,0.011,Fear,False
0.055,0.411,0.284,Surprise,False
0.239,0.598,0.002,Fear,False
0.17,0.477,0.077,Fear,False
0.069,0.834,0.922,Surprise,False
0.924,0.136,0.88,Surprise,False
0.788,0.908,0.611,Surprise,False
0.817,0.04,0.953,Surprise,False
0.695,0.662,0.968,Surprise,False
0.801,0.259,0.54,Surprise,False
0.605,0.807,0.834,Surprise,False
0.468,0.074,0.248,Surprise,False
0.868,0.418,0.783,Surprise,False
0.446,0.621,0.213,Surprise,False
0.945,0.504,0.503,Fear,True
0.365,0.76,0.829,Surprise,False
0.427,0.538,0.385,Fear,True
0.726,0.428,0.038,Fear,False
0.494,0.994,0.089,Sadness,True
0.427,0.987,0.199,Fear,False
0.347,0.05,0.222,Surprise,False
0.823,0.056,0.351,Surprise,False
0.416,0.5,0.194,Fear,False
0.237,0.889,0.615,Surprise,False
0.624,0.035,0.597,Fear,True
0.894,0.391,0.317,Surprise,False
0.115,0.653,0.294,Surprise,False
0.574,0.199,0.488,Sadness,False
0.04,0.55,0.984,Surprise,False
0.033,0.073,0.088,Fear,False
0.678,0.311,0.561,Sadness,False
0.703,0.352,0.357,Sadness,False
0.817,0.779,0.003,Fear,False
0.998,0.456,0.143,Fear,False
0.308,0.066,0.606,Surprise,False
0.972,0.857,0.101,Disgust,True
0.157,0.606,0.0,Fear,False
0.606,0.841,0.724,Surprise,False
0.71,0.148,0.703,Surprise,False
0.041,0.469,0.955,Surprise,False
0.044,0.912,0.803,Disgust,True
0.251,0.986,0.227,Fear,True
